T(¡æ)	P(atm)	Cu(g)	S(g)	Fe(g)	SiO2(g)	Pb(g)	Zn(g)	MgO(g)	Al2O3(g)	Ni(g)	Sb(g)	Bi(g)	CaO(g)	As(g)	O2(g)
1200	1	18.272	17.641	21.938	21.006	0.205	0.379	1.265	2.202	0.105	0.084	0.009	0.54	0.013	21
1200	1	21.902	21.478	23.107	14.921	0.05	0.754	5.855	0.515	0.693	0.078	0.01	0.248	0.009	21
1200	1	19.822	20.458	18.61	21.279	0.275	1.285	1.202	3.607	0.01	0.135	0.015	4.018	0.015	21
1200	1	19.971	20.898	21.664	17.636	0.869	3.919	1.845	1.375	0.002	0.081	0.01	0.637	0.005	21
1200	1	20.307	23.339	20.267	15.777	0.138	0.796	0.778	3.339	0.019	0.119	0.013	1.685	0.064	21
1200	1	18.892	27.254	23.667	12.604	0.336	1.264	0.365	1.612	0.018	0.079	0.021	0.649	0.43	21
1200	1	18.197	21.21	21.663	19.623	0.049	0.324	0.436	1.909	0.011	0.071	0.009	0.712	0.009	21
1200	1	22.159	21.987	23.228	12.851	0.004	0.451	5.29	1.08	0.626	0.087	0.01	0.284	0.01	21
1200	1	17.528	16.22	26.033	18.992	0.582	1.208	0.51	1.313	0.011	0.048	0.012	0.565	0.106	21
1200	1	20.466	19.947	21.869	20.118	0.002	0.464	5.438	0.499	0.656	0.073	0.009	0.238	0.009	21
1200	1	17.38	28.285	20.743	19.056	0.462	1.925	0.942	2.402	0.017	0.062	0.025	2.66	0.444	21
1200	1	21.075	23.779	20.034	16.615	0.667	3.764	2.978	1.305	0.147	0.094	0.01	0.593	0.002	21
1200	1	21.697	19.5	18.959	19.716	0.204	1.377	3.856	2.3	0.375	0.151	0.012	2.263	0.008	21
1200	1	18.646	25.932	24.372	16.393	0.047	0.34	0.858	1.905	0.252	0.035	0.011	1.45	0.013	21
1200	1	18.113	22.749	20.919	22.816	0.169	0.935	1.088	2.138	0.175	0.071	0.012	2.075	0.012	21
1200	1	19.8	25.519	24.036	15.336	0.28	1.563	1.37	1.457	0.322	0.066	0.009	0.493	0.006	21
1200	1	19.111	23.285	22.862	13.47	0.042	0.211	0.743	2.823	0.01	0.076	0.013	2.789	0.017	21
1200	1	18.776	22.876	18.894	21.047	0.612	2.996	1.619	2.095	0.057	0.105	0.013	0.629	0.141	21
1200	1	20.435	25.456	25.238	12.725	0.053	0.508	2.543	1.325	0.445	0.05	0.01	0.763	0.011	21
1200	1	21.01	18.377	19.594	21.416	0.006	0.397	4.663	1.801	0.54	0.131	0.011	1.457	0.009	21
1200	1	20.784	24.338	18.576	19.27	0.389	1.533	1.927	2.982	0.206	0.188	0.028	3.047	0.543	21
1200	1	16.92	17.344	19.479	22.096	0.197	0.239	1.034	3.942	0.015	0.107	0.013	2.265	0.019	21
1200	1	20.277	26.721	23.391	16.186	0.044	0.374	0.305	1.717	0.066	0.042	0.01	0.36	0.057	21
1200	1	20.318	22.693	22.104	18.606	0.153	0.969	4.636	0.689	0.571	0.079	0.014	0.448	0.186	21
1200	1	19.066	16.405	26.304	16.07	0.648	1.598	0.781	1.743	0.011	0.059	0.01	0.997	0.016	21
1200	1	18.764	23.042	20.537	20.514	0.019	0.176	0.639	2.953	0.01	0.075	0.013	2.967	0.016	21
1200	1	18.225	16.92	21.029	21.731	0.221	0.515	0.623	2.509	0.011	0.109	0.01	1.194	0.012	21
1200	1	19.074	14.266	30.764	13.152	0.698	0.856	0.294	1.239	0.01	0.023	0.01	0.442	0.022	21
1200	1	17.441	31.76	23.63	14.799	0.76	2.565	0.818	1.166	0.091	0.062	0.034	0.252	0.913	21
1200	1	18.678	17.768	21.82	18.628	0.509	1.767	1.166	2.316	0.009	0.098	0.01	0.665	0.011	21
1200	1	18.692	32.555	23.674	10.92	0.598	2.196	0.944	1.487	0.102	0.077	0.032	0.367	0.818	21
1200	1	18.643	23.582	20.898	17.836	0.125	0.763	0.886	2.766	0.051	0.071	0.01	0.942	0.01	21
1200	1	18.622	19.293	22.076	22.272	0.333	1.285	2.48	1.211	0.245	0.062	0.01	0.608	0.054	21
1200	1	20.504	25.012	26.352	14.925	0.035	0.153	1.271	1.591	0.647	0.1	0.011	1.279	0.009	21
1200	1	19.544	23.244	25.062	19.344	0.038	0.134	1.335	1.612	0.68	0.11	0.011	1.483	0.009	21
1200	1	18.883	22.47	21.469	20.782	0.046	0.202	1.244	3.139	0.326	0.112	0.015	3.96	0.017	21
1200	1	21.225	25.823	21.486	15.064	0.416	2.404	1.21	1.743	0.005	0.073	0.01	0.57	0.005	21
1200	1	17.829	21.942	26.859	16.926	0.485	1.065	1.286	1.131	0.325	0.047	0.017	0.671	0.266	21
1200	1	16.37	13.777	23.537	24.645	0.419	0.522	0.619	2.134	0.04	0.064	0.011	1.601	0.019	21
1200	1	17.396	19.992	21.252	21.813	0.076	0.218	0.704	2.315	0.083	0.079	0.011	1.575	0.013	21
1200	1	19.089	25.945	22.392	16.94	0.189	0.716	1.262	2.805	0.266	0.099	0.021	3.454	0.244	21
1200	1	19.725	26.564	19.753	15.897	0.733	3.6	1.629	2.013	0.012	0.104	0.018	0.574	0.288	21
1200	1	18.709	23.182	21.86	18.553	0.195	0.859	1.631	1.456	0.174	0.084	0.016	0.714	0.245	21
1200	1	22.117	21.92	19.32	18.143	0.138	0.929	1.255	3.089	0.075	0.15	0.012	2.368	0.008	21
1200	1	20.891	25.41	22.484	14.906	0.172	1.092	0.649	1.88	0.007	0.066	0.009	0.574	0.007	21
1200	1	18.669	21.811	21.687	16.133	0.042	0.192	0.762	2.874	0.031	0.091	0.012	2.078	0.015	21
1200	1	18.626	23.504	22.096	18.601	0.201	0.901	1.896	1.238	0.21	0.075	0.016	0.513	0.256	21
1200	1	17.809	33.788	22.274	13.164	0.758	2.826	0.558	1.736	0.031	0.082	0.036	0.312	0.946	21
1200	1	19.641	25.09	26.071	14.409	0.047	0.267	1.046	1.383	0.459	0.067	0.01	0.641	0.009	21
1200	1	21.014	26.476	24.748	9.856	0.051	0.594	1.847	1.726	0.195	0.041	0.01	0.436	0.01	21
1200	1	18.982	18.274	25.116	14.501	0.252	0.44	0.445	1.805	0.01	0.078	0.01	0.787	0.013	21
1200	1	21.341	29.43	28.229	7.172	0.101	0.429	1.006	1.424	0.482	0.061	0.013	0.223	0.11	21
1200	1	20.075	24.272	20.54	19.667	0.354	2.083	1.341	1.569	0.043	0.067	0.009	0.49	0.005	21
1200	1	17.626	19.347	23.529	22.093	0.223	0.445	1.801	1.698	0.225	0.039	0.011	1.811	0.018	21
1200	1	18.37	24.181	21.97	19.577	0.061	0.402	2.188	2.15	0.258	0.047	0.015	2.602	0.074	21
1200	1	19.132	24.781	26.325	14.584	0.386	1.147	1.92	0.806	0.358	0.045	0.017	0.245	0.291	21
1200	1	19.838	24.47	22.618	16.456	0.43	2.299	1.803	1.582	0.33	0.09	0.01	0.424	0.005	21
1200	1	18.739	23.834	22.421	20.506	0.397	2.108	1.532	1.056	0.313	0.071	0.01	0.41	0.032	21
1200	1	19.117	22.688	22.352	20.338	0.202	0.787	2.325	1.178	0.269	0.057	0.013	0.296	0.17	21
1200	1	19.77	22.94	21.985	16.888	0.117	0.813	3.607	1.973	0.354	0.063	0.014	2.557	0.017	21
1200	1	18.785	20.306	22.12	20.21	0.627	2.589	1.289	1.534	0.006	0.06	0.01	0.831	0.009	21
1200	1	19.256	28.281	26.02	13.414	0.179	0.821	1.138	1.11	0.375	0.04	0.014	0.245	0.197	21
1200	1	21.25	23.501	25.366	11.083	0.028	0.33	3.31	1.244	0.566	0.085	0.01	0.368	0.01	21
1200	1	19.66	25.173	24.692	13.245	0.204	0.837	0.886	1.716	0.074	0.034	0.011	0.441	0.076	21
1200	1	18.535	28.267	23.387	16.051	0.395	1.567	1.811	0.895	0.26	0.064	0.024	0.335	0.536	21
1200	1	19.206	15.629	27.555	13.703	0.76	1.943	0.917	1.361	0.007	0.058	0.01	0.641	0.016	21
1200	1	18.35	26.113	22.501	16.241	0.074	0.48	0.705	2.695	0.015	0.032	0.014	2.53	0.052	21
1200	1	18.698	25.221	25.433	16.745	0.05	0.278	1.067	1.414	0.471	0.053	0.009	0.231	0.009	21
1200	1	19.921	20.912	19.349	19.288	0.169	0.965	0.991	3.121	0.069	0.136	0.011	1.813	0.008	21
1200	1	21.684	27.173	25.066	11.421	0.04	0.268	0.305	1.821	0.068	0.045	0.009	0.385	0.01	21
1200	1	20.897	21.532	27.111	10.677	0.321	0.51	0.343	1.964	0.011	0.049	0.01	0.454	0.016	21
1200	1	19.118	20.311	20.678	19.148	0.177	0.97	0.789	2.14	0.018	0.108	0.01	1.183	0.007	21
1200	1	18.778	20.352	22.028	19.933	0.616	2.59	1.331	1.554	0.03	0.065	0.009	0.547	0.008	21
1200	1	22.076	25.089	22.069	12.995	0.01	0.193	0.619	3.326	0.055	0.114	0.014	2.899	0.014	21
1200	1	19.657	17.493	25.401	15.26	0.945	3.282	1.485	1.255	0.004	0.064	0.01	0.602	0.012	21
1200	1	16.265	20.222	21.499	24.443	0.363	0.893	0.685	2.085	0.124	0.07	0.015	0.361	0.231	21
1200	1	17.707	28.825	22.297	18.438	0.399	1.574	2.025	1.346	0.237	0.05	0.026	1.539	0.554	21
1200	1	19.726	23.607	23.567	12.829	0.055	0.39	0.469	2.064	0.013	0.069	0.009	0.725	0.009	21
1200	1	20.141	24.126	19.973	19.142	0.514	2.893	1.439	1.603	0.003	0.078	0.009	0.581	0.003	21
1200	1	18.186	20.928	22.673	19.563	0.044	0.221	0.614	1.628	0.156	0.08	0.009	0.665	0.009	21
1200	1	18.617	25.264	22.597	17.724	0.059	0.549	0.421	1.916	0.017	0.027	0.009	0.451	0.009	21
1200	1	18.248	23.639	22.976	18.149	0.046	0.268	0.878	2.184	0.219	0.061	0.011	1.318	0.012	21
1200	1	20.187	28.475	21.975	15.412	0.466	1.7	0.769	2.507	0.254	0.155	0.029	2.428	0.619	21
1200	1	19.383	19.347	18.969	21.561	0.033	0.223	0.574	3.105	0.013	0.137	0.011	1.851	0.009	21
1200	1	22.047	23.486	25.717	11.629	0.011	0.436	5.139	0.449	0.79	0.071	0.01	0.177	0.01	21
1200	1	18.45	25.365	23.714	16.939	0.155	0.798	1.367	2.221	0.299	0.053	0.014	2.769	0.017	21
1200	1	16.51	15.456	28.018	21.517	0.616	0.938	0.567	0.77	0.209	0.03	0.012	0.335	0.136	21
1200	1	20.93	27.509	23.844	11.984	0.013	0.255	0.453	2.441	0.011	0.043	0.012	1.65	0.014	21
1200	1	18.716	28.391	21.486	18.297	0.359	1.386	0.294	1.876	0.02	0.078	0.023	0.842	0.496	21
1200	1	18.596	18.561	25.24	17.26	0.396	0.856	1.43	1.853	0.105	0.045	0.012	1.822	0.019	21
1200	1	18.017	20.433	18.704	20.77	0.029	0.166	2.177	3.624	0.164	0.106	0.013	2.443	0.017	21
1200	1	16.947	14.046	27.688	18.571	0.661	0.956	0.731	1.983	0.009	0.025	0.013	2.465	0.027	21
1200	1	18.988	20.806	20.343	22.008	0.019	0.213	2.149	2.249	0.332	0.099	0.009	0.57	0.009	21
1200	1	17.065	24.033	27.568	16.74	0.78	1.949	0.514	0.655	0.179	0.033	0.024	0.25	0.543	21
1200	1	19.322	21.958	26.67	11.88	0.319	0.597	0.591	2.282	0.013	0.03	0.012	1.895	0.02	21
1200	1	20.347	25.317	21.586	18.206	0.198	1.257	0.674	1.737	0.007	0.056	0.009	0.45	0.007	21
1200	1	18.179	30.65	23.755	15.344	0.486	1.77	0.237	1.263	0.023	0.041	0.025	0.32	0.6	21
1200	1	17.466	34.608	23.902	12.401	0.721	2.492	0.419	1.623	0.03	0.053	0.038	1.386	0.952	21
1200	1	19.41	35.775	25.181	8.482	0.687	2.593	1.527	0.802	0.196	0.057	0.036	0.21	0.959	21
1200	1	17.94	35.965	24.419	12.506	0.825	3.172	0.558	0.725	0.124	0.052	0.036	0.217	0.988	21
1200	1	16.544	9.734	29.989	20.249	0.826	1.006	0.336	0.985	0.011	0.013	0.009	0.43	0.024	21
1200	1	19.924	24.576	23.402	14.404	0.289	1.522	1.079	1.543	0.162	0.079	0.011	0.592	0.06	21
1200	1	19.707	22.96	18.639	22.167	0.488	2.338	1.284	2.465	0.135	0.15	0.018	2.163	0.246	21
1200	1	17.982	10.102	34.157	12.854	0.934	1.045	0.536	0.757	0.155	0.016	0.01	0.39	0.027	21
1200	1	18.506	21.396	20.004	21.009	0.31	1.694	1.117	1.98	0.01	0.086	0.01	1.353	0.008	21
1200	1	20.929	24.376	20.63	14.999	0.616	3.401	1.715	1.68	0.003	0.094	0.01	0.705	0.003	21
1200	1	19.373	24.649	26.074	17.349	0.121	0.715	2.491	0.511	0.7	0.056	0.009	0.135	0.008	21
1200	1	15.633	15	26.587	22.882	0.847	1.515	0.35	1.155	0.017	0.036	0.018	0.359	0.346	21
1200	1	18.665	27.1	24.523	13.116	0.538	1.645	0.831	1.757	0.071	0.072	0.026	1.544	0.547	21
1200	1	19.083	19.504	21.317	20.744	0.844	3.658	1.713	1.299	0.002	0.075	0.009	0.605	0.006	21
1200	1	19.934	25.666	24.203	15.066	0.285	1.638	1.674	1.219	0.333	0.057	0.009	0.37	0.006	21
1200	1	19.937	23.763	19.468	18.667	0.651	3.591	1.83	1.695	0.003	0.087	0.01	0.959	0.003	21
1200	1	17.858	12.792	29.029	15.566	0.696	0.894	0.488	1.702	0.014	0.037	0.01	0.485	0.022	21
1200	1	15.763	18.656	25.482	22.233	0.673	1.306	0.488	1.574	0.015	0.025	0.02	1.866	0.324	21
1200	1	18.737	19.235	19.453	20.702	0.085	0.383	0.982	3.118	0.14	0.14	0.01	1.26	0.009	21
1200	1	17.28	18.122	27.882	17.629	0.789	1.595	1.084	0.749	0.119	0.033	0.019	0.346	0.377	21
1200	1	19.403	20.382	26.524	14.923	0.302	0.469	0.5	1.677	0.106	0.046	0.01	0.714	0.016	21
1200	1	18.532	23.997	19.773	21.341	0.171	0.715	0.596	2.93	0.016	0.098	0.019	2.887	0.219	21
1200	1	21.483	26.889	24.49	9.673	0.141	0.598	0.401	2.375	0.016	0.066	0.013	0.795	0.097	21
1200	1	17.87	22.91	19.973	20.4	0.283	1.261	1.066	2.31	0.045	0.093	0.016	1.095	0.209	21
1200	1	19.42	31.165	22.805	14.427	0.437	1.689	0.254	1.753	0.023	0.073	0.026	0.899	0.604	21
1200	1	20.225	20.203	19.32	21.576	0.199	1.291	2.716	2.05	0.247	0.117	0.011	1.523	0.007	21
1200	1	18.808	20.365	21.024	19.86	0.055	0.418	2.158	1.909	0.208	0.085	0.01	1.168	0.011	21
1200	1	15.864	21.135	21.001	24.144	0.151	0.235	0.982	3.31	0.009	0.033	0.017	4.876	0.027	21
1200	1	17.956	22.187	22.602	18.734	0.252	0.746	0.774	2.202	0.082	0.06	0.012	0.43	0.125	21
1200	1	18.869	27.055	22.352	16.23	0.361	1.691	0.63	1.586	0.016	0.058	0.017	0.51	0.284	21
1200	1	17.924	20.256	23.457	19.735	0.237	0.429	1.403	2.331	0.105	0.042	0.014	2.617	0.034	21
1200	1	20.321	22.897	21.615	14.325	0.392	2.152	1.238	1.845	0.005	0.097	0.01	0.801	0.005	21
1200	1	20.628	23	24.082	13.702	0.122	0.565	1.972	1.826	0.233	0.065	0.01	0.882	0.011	21
1200	1	18.311	16.33	24.242	20.652	0.75	2.434	1.569	1.127	0.064	0.053	0.009	0.508	0.012	21
1200	1	17.276	25.028	21.382	19.02	0.07	0.338	1.225	3.517	0.077	0.042	0.018	5.152	0.026	21
1200	1	18.866	28.781	26.366	13.847	0.269	0.984	1.474	0.99	0.551	0.063	0.018	0.137	0.34	21
1200	1	18.988	21.022	20.677	18.189	0.106	0.576	0.735	2.516	0.022	0.102	0.009	0.71	0.009	21
1200	1	18.557	28.543	22.065	15.997	0.358	1.443	0.417	2.05	0.024	0.071	0.022	0.842	0.457	21
1200	1	18.524	26.602	23.158	18.291	0.39	1.637	0.696	1.285	0.114	0.046	0.016	0.35	0.268	21
1200	1	18.104	14.975	32.331	14.382	0.659	0.767	0.796	0.636	0.356	0.024	0.01	0.275	0.021	21
1200	1	22.151	18.488	17.449	20.011	0.045	0.396	1.687	4.086	0.145	0.212	0.015	3.812	0.031	21
1200	1	21.373	27.546	26.235	9.525	0.076	0.468	0.978	1.81	0.345	0.066	0.01	0.444	0.01	21
1200	1	16.904	22.539	19.274	23.686	0.115	0.622	1.093	3.205	0.04	0.062	0.014	3.424	0.018	21
1200	1	18.535	24.841	20.022	18.938	0.524	2.476	1.127	1.885	0.013	0.093	0.017	0.61	0.279	21
1200	1	18.626	31.474	25.826	9.54	0.798	2.678	0.634	1.476	0.024	0.05	0.032	1.386	0.745	21
1200	1	20.787	21.4	24.357	12.496	0.145	0.669	2.686	1.375	0.286	0.077	0.01	0.565	0.011	21
1200	1	18.432	21.771	21.609	20.777	0.847	3.509	1.431	1.171	0.007	0.068	0.014	0.528	0.194	21
1200	1	20.28	23.071	25.774	13.574	0.156	0.469	1.555	1.348	0.258	0.047	0.009	0.38	0.012	21
1200	1	21.314	22.03	20.69	17.65	0.009	0.25	1.456	2.634	0.146	0.12	0.011	1.608	0.009	21
1200	1	19.757	23.467	22.727	19.223	0.245	1.489	2.656	0.918	0.421	0.066	0.009	0.313	0.006	21
1200	1	19.923	23.158	28.816	11.662	0.408	1.285	1.367	0.851	0.475	0.055	0.01	0.31	0.011	21
1200	1	20.029	24.4	23.21	15.146	0.085	0.454	2.235	1.936	0.228	0.056	0.014	1.818	0.072	21
1200	1	19.404	20.461	18.277	20.497	0.049	0.343	0.764	3.8	0.019	0.138	0.011	1.84	0.01	21
1200	1	19.229	16.644	23.441	19.917	0.296	0.545	2.195	2.178	0.249	0.091	0.012	2.289	0.018	21
1200	1	19.425	29.573	24.059	12.161	0.432	1.723	1.981	0.973	0.236	0.068	0.026	0.374	0.59	21
1200	1	20.847	22.654	20.182	18.088	0.021	0.268	0.492	3.119	0.014	0.118	0.011	1.767	0.009	21
1200	1	18.662	18.831	24.388	17.419	0.307	0.624	0.479	2.113	0.015	0.061	0.01	0.969	0.014	21
1200	1	19.991	32.186	25.329	8.987	0.663	2.276	1.261	1.265	0.154	0.076	0.033	0.775	0.805	21
1200	1	20.305	24.979	19.943	16.084	0.656	3.596	1.994	2.122	0.002	0.086	0.012	1.941	0.007	21
1200	1	17.149	26.439	21.351	17.816	0.107	0.394	1.078	3.696	0.012	0.04	0.022	5.477	0.138	21
1200	1	20.455	20.708	19.659	19.436	0.087	0.466	0.599	3.443	0.018	0.136	0.012	2.62	0.01	21
1200	1	16.747	11.443	28.529	21.045	0.691	0.863	1.005	1.094	0.11	0.021	0.01	0.898	0.023	21
1200	1	20.427	24.334	23.444	13.185	0.127	0.727	0.859	2.085	0.147	0.085	0.01	0.565	0.009	21
1200	1	17.667	21.604	21.076	22.826	0.03	0.138	1.503	2.402	0.348	0.085	0.01	1.002	0.011	21
1200	1	19.924	25.456	21.563	14.972	0.422	2.315	1.618	2.352	0.068	0.073	0.013	2.419	0.012	21
1200	1	17.732	31.592	23.199	14.462	0.433	1.652	0.521	1.995	0.023	0.039	0.028	1.974	0.579	21
1200	1	16.657	23.678	20.338	23.173	0.045	0.307	0.815	2.923	0.012	0.032	0.014	3.439	0.019	21
1200	1	20.473	21.092	22.871	16.746	0.482	2.197	3.156	1.027	0.274	0.072	0.01	0.441	0.034	21
1200	1	19.178	23.665	23.729	16.837	0.034	0.158	1.035	2.008	0.359	0.082	0.009	0.356	0.009	21
1200	1	16.689	8.773	29.53	21.428	0.806	0.969	1.242	0.784	0.124	0.021	0.009	0.541	0.024	21
1200	1	20.516	23.146	21.729	13.659	0.41	2.248	1.279	1.851	0.005	0.098	0.01	0.804	0.005	21
1200	1	16.732	22.533	20.286	22.277	0.033	0.149	0.897	3.185	0.009	0.052	0.016	4.151	0.022	21
1200	1	20.019	14.115	29.377	13.08	0.557	0.871	3.281	0.645	0.381	0.044	0.01	0.345	0.02	21
1200	1	15.778	9.895	26.977	24.18	0.735	0.885	0.539	1.484	0.069	0.043	0.01	0.406	0.063	21
1200	1	20.751	19.343	19.343	17.894	0.183	1.004	0.905	3.093	0.01	0.165	0.012	2.394	0.008	21
1200	1	18.988	22.668	19.909	21.965	0.375	2.221	2.126	1.38	0.132	0.064	0.009	0.484	0.005	21
1200	1	19.965	24.882	22.669	14.394	0.129	0.929	1.743	2.003	0.146	0.054	0.01	0.787	0.01	21
1200	1	17.399	25.831	21.761	22.154	0.263	0.951	0.885	2.08	0.266	0.082	0.021	2.388	0.346	21
1200	1	21.001	20.686	22.045	20.071	0.033	0.124	1.306	2.917	0.559	0.183	0.013	3.001	0.009	21
1200	1	18.942	22.216	24.565	17.305	0.512	1.618	0.609	1.394	0.011	0.043	0.013	0.433	0.155	21
1200	1	21.533	27.492	25.74	8.901	0.026	0.239	0.757	2.115	0.251	0.067	0.01	0.362	0.01	21
1200	1	16.519	9.145	27.776	22.438	0.733	0.867	1.057	1.24	0.091	0.039	0.009	0.433	0.022	21
1200	1	20.953	25.733	26.949	12.448	0.022	0.289	2.778	0.709	0.665	0.056	0.009	0.159	0.009	21
1200	1	20.492	27.003	23.895	12.934	0.036	0.437	0.347	1.986	0.014	0.036	0.009	0.446	0.009	21
1200	1	19.504	25.262	24.418	14.834	0.262	1.365	1.372	1.518	0.325	0.069	0.011	1.155	0.033	21
1200	1	18.471	22.332	29.963	15.762	0.26	0.365	1.188	0.465	0.658	0.037	0.009	0.108	0.013	21
1200	1	19.414	13.293	29.386	14.297	0.596	0.875	2.719	0.729	0.31	0.042	0.01	0.382	0.021	21
1200	1	16.763	24.73	20.6	20.187	0.032	0.127	1.137	3.879	0.01	0.038	0.019	5.816	0.033	21
1200	1	19.993	23.301	22.361	14.04	0.252	1.429	0.915	1.926	0.009	0.083	0.01	0.751	0.007	21
1200	1	19.315	24.392	19.862	18.632	0.514	2.841	1.675	2.183	0.005	0.072	0.012	2.006	0.009	21
1200	1	17.251	18.485	20.02	24.759	0.166	0.281	0.758	2.827	0.026	0.078	0.01	1.147	0.014	21
1200	1	18.146	17.407	27.339	19.683	0.46	0.845	0.923	1.095	0.339	0.055	0.01	0.687	0.015	21
1200	1	19.283	22.028	23.466	14.93	0.125	0.415	0.48	2.138	0.013	0.067	0.009	0.647	0.011	21
1200	1	18.388	28.794	22.144	16.09	0.33	1.33	0.526	2.318	0.022	0.063	0.023	2.007	0.425	21
1200	1	20.426	20.659	25.134	14.149	0.218	0.6	2.536	1.201	0.288	0.063	0.011	0.436	0.055	21
1200	1	16.979	16.963	22.847	22.991	0.247	0.326	0.91	2.161	0.239	0.085	0.009	0.434	0.013	21
1200	1	19.363	20.303	22.634	19.55	0.338	1.374	1.807	1.322	0.144	0.063	0.009	0.486	0.009	21
1200	1	17.455	24.808	21.553	18.696	0.028	0.147	1.534	3.447	0.117	0.042	0.018	5.101	0.026	21
1200	1	19.833	24.314	21.444	19.246	0.023	0.335	0.337	2.229	0.013	0.063	0.009	0.944	0.009	21
1200	1	21.203	26.511	26.549	11.846	0.141	0.507	1.307	1.876	0.644	0.126	0.016	1.732	0.156	21
1200	1	19.57	26.008	23.404	16.621	0.207	1.013	2.851	0.909	0.414	0.059	0.016	0.236	0.277	21
1200	1	21.199	18.725	17.306	21.287	0.058	0.369	0.801	4.237	0.013	0.197	0.015	4.212	0.012	21
1200	1	20.491	24.48	26.812	12.28	0.161	0.404	0.699	1.602	0.272	0.053	0.01	0.634	0.012	21
1200	1	19.899	19.254	19.121	22.89	0.141	1.034	3.848	1.692	0.4	0.11	0.01	0.894	0.008	21
1200	1	17.544	18.277	21.031	22.34	0.097	0.274	0.577	1.97	0.023	0.087	0.009	0.746	0.01	21
1200	1	17.604	18.093	25.175	21.282	0.293	0.509	1.439	1.244	0.32	0.049	0.009	0.317	0.014	21
1200	1	20.258	29.684	30.39	8.278	0.143	0.511	1.321	0.562	0.75	0.051	0.013	0.1	0.148	21
1200	1	20.206	23.595	25.265	11.785	0.666	2.616	1.232	1.431	0.064	0.059	0.013	0.532	0.111	21
1200	1	20.743	21.994	18.469	17.957	0.581	3.171	1.783	2.48	0.005	0.136	0.011	1.384	0.003	21
1200	1	18.417	18.035	21.036	20.662	0.577	2.189	1.313	2.181	0.008	0.092	0.01	0.653	0.01	21
1200	1	19.246	20.768	22.038	19.241	0.168	0.566	0.753	2.445	0.05	0.079	0.01	1.467	0.011	21
1200	1	20.005	23.617	24.158	16.276	0.071	0.44	2.179	1.239	0.335	0.048	0.009	0.313	0.01	21
1200	1	20.238	31.676	24.695	9.043	0.305	1.208	0.429	2.096	0.018	0.05	0.023	1.621	0.421	21
1200	1	21.727	19.118	17.317	19.895	0.213	0.99	1.475	3.864	0.103	0.224	0.019	3.733	0.177	21
1200	1	20.508	22.923	22.751	15.585	0.009	0.372	4.237	1.622	0.473	0.063	0.013	1.999	0.016	21
1200	1	20.764	20.194	21.62	15.808	0.631	2.758	1.471	2.163	0.006	0.117	0.011	1.501	0.008	21
1200	1	20.925	25.194	24.48	11.09	0.044	0.532	2.248	1.56	0.262	0.052	0.01	0.447	0.01	21
1200	1	22.126	23.24	21.843	14.093	0.161	0.93	4.119	1.773	0.482	0.13	0.018	1.598	0.224	21
1200	1	21.919	21.621	19.3	17.674	0.097	0.652	0.805	3.614	0.067	0.166	0.013	2.776	0.009	21
1200	1	18.692	26.011	26.548	16.694	0.05	0.297	1.049	0.937	0.53	0.037	0.009	0.177	0.009	21
1200	1	17.959	24.105	20.514	17.848	0.03	0.122	1.11	4.095	0.011	0.07	0.018	5.287	0.026	21
1200	1	17.071	28.755	20.075	19.171	0.498	1.768	0.519	2.34	0.027	0.092	0.028	0.343	0.68	21
1200	1	22.483	26.669	23.711	10.033	0.228	1.493	1.986	1.614	0.158	0.068	0.01	0.465	0.007	21
1200	1	20.582	17.063	28.352	11.789	0.426	0.794	3.266	0.83	0.379	0.047	0.01	0.354	0.018	21
1200	1	18.284	23.921	20.982	21.493	0.012	0.201	1.22	2.478	0.087	0.043	0.013	2.643	0.017	21
1200	1	20.111	17.863	22.708	19.289	0.269	0.932	3.524	1.469	0.379	0.089	0.011	1.303	0.013	21
1200	1	18.831	24.558	20.305	20.13	0.252	0.951	0.656	2.774	0.094	0.121	0.022	2.767	0.334	21
1200	1	18.214	22.149	18.724	21.718	0.024	0.116	1.034	4.263	0.012	0.102	0.018	5.36	0.023	21
1200	1	19.388	26.02	23.85	13.35	0.158	0.777	0.783	1.737	0.092	0.057	0.014	0.605	0.164	21
1200	1	20.143	24.169	24.758	15.208	0.053	0.259	1.235	2.122	0.514	0.107	0.011	1.218	0.009	21
1200	1	19.082	25.54	17.404	20.977	0.494	1.758	0.605	3.56	0.029	0.189	0.031	2.774	0.679	21
1200	1	17.504	35.731	23.619	14.685	0.727	2.653	0.139	0.868	0.03	0.044	0.037	0.205	1.015	21
1200	1	20.265	23.044	20.726	16.128	0.297	1.748	1.92	2.207	0.112	0.094	0.01	0.799	0.007	21
1200	1	16.426	23.771	19.825	22.937	0.069	0.349	1.122	3.551	0.009	0.04	0.018	5.155	0.025	21
1200	1	21.208	27.198	26.613	11.357	0.026	0.28	1.522	1.166	0.436	0.05	0.01	0.238	0.019	21
1200	1	18.341	18.828	31.186	14.878	0.454	0.561	1.001	0.549	0.514	0.031	0.009	0.189	0.017	21
1200	1	16.623	11.372	29.369	18.837	0.759	0.858	0.555	1.662	0.01	0.018	0.012	1.967	0.029	21
1200	1	21.904	21.782	20.076	16.6	0.038	0.345	0.734	3.7	0.11	0.166	0.013	3.037	0.01	21
1200	1	17.083	36.554	23.856	13.702	0.825	2.967	0.162	0.775	0.033	0.05	0.04	0.237	1.144	21
